gene_id	KNI1766A283	KNI1766A273	KNI1766A278	KNI1766A288	KNI1766A269	KNI1766A274	KNI1766A280	KNI1766A284	KNI1766A271	KNI1766A276	KNI1766A282	KNI1766A286	KNI1766A279	KNI1766A270	KNI1766A275	KNI1766A285	KNI1766A272	KNI1766A277
gene_id	CD45RA+Cyt-	CD45RA+Cyt-	CD45RA+Cyt-	CD45RA+Cyt-	CSF+	CSF+	CSF+	CSF+	IFN+	IFN+	IFN+	IFN+	IFN+	IL17A+	IL17A+	IL17A+	IL17A+GMCSF+IFN-	IL17A+GMCSF+IFN-
ENSG00000002919	15.7631	11.6799	12.3029	17.3674	8.45971	11.3413	12.136	16.1574	9.56771	11.3998	13.8658	16.3844	12.2511	10.8061	12.8414	12.4324	10.1725	11.7402
ENSG00000003056	27.2842	25.1302	24.3134	30.9066	26.6576	23.6614	31.0565	29.5783	34.5112	27.5595	37.2542	32.4779	32.4845	27.2026	20.217	21.4742	24.4513	19.4781
ENSG00000003249	0.928716	0.0285571	0.239149	0.844444	0.108807	0.0863554	0.584869	0.727812	0.0777862	0.119998	0.350692	0.484745	0.0584779	0.115265	0.131707	0.16146	0	0
ENSG00000003393	9.01106	8.62424	6.27101	6.86814	4.76028	4.74954	7.45708	4.86178	7.33784	5.47989	7.41848	5.76846	5.87703	5.59036	5.00485	4.68234	3.17307	4.35811
ENSG00000003400	16.6416	11.2801	17.1656	14.7778	4.67868	6.1888	11.5512	6.57942	5.6784	6.31988	8.95612	6.20473	7.16355	6.57011	4.01705	6.29694	3.76413	3.82447
ENSG00000003402	240.563	356.964	520.52	194.869	414.118	478.581	273.543	335.609	433.062	456.151	332.186	418.092	478.262	367.581	404.273	322.113	479.911	456.801
ENSG00000003436	0.727913	0.0571142	0.876878	0.168889	0.571234	0.518132	0.175461	0.611362	0.0518575	0.199996	0.0269763	0.145423	0.0877169	1.0662	0	0.16146	1.86651	0.80047
ENSG00000003509	9.41267	4.59769	4.67668	8.92296	3.86263	5.12375	7.69103	11.6159	4.12267	4.27992	8.36265	11.6823	4.97062	4.35126	3.62193	9.20322	5.00847	4.71388
ENSG00000003756	67.219	48.2329	50.7527	62.9111	42.2985	47.8121	50.5619	49.3748	48.6423	47.4791	50.3647	55.4548	45.759	37.2306	41.0924	49.2453	42.432	35.2207
ENSG00000003987	0.326306	0.371242	0.265721	0.337777	0.136008	0.230281	0.263191	0.203787	0.233359	0.239995	0.21581	0.290847	0.29239	0.403428	0.263413	0.48438	0.186651	0.355764
ENSG00000004059	9.58837	9.10971	6.29758	9.57036	11.1255	9.98844	9.27017	6.87055	12.005	7.63985	9.03705	7.41659	8.83017	14.5234	8.75849	7.42716	12.8167	7.38211
ENSG00000004139	1.88253	2.02755	0.90345	2.61778	1.46889	1.1514	1.57915	1.92142	1.58165	0.679987	1.24091	1.98745	0.789452	1.52726	0.724386	1.77606	0.902146	0.978352
ENSG00000004142	21.6115	25.5586	25.1106	32.877	17.3274	15.3425	18.4234	16.7397	19.9651	17.4397	16.4286	19.1959	19.6486	22.9666	17.4511	18.4064	19.9405	13.9638
ENSG00000004399	9.21186	4.05511	4.17181	3.77185	16.0762	15.544	21.1138	30.2479	16.9833	13.1997	26.3558	25.7399	15.6721	17.6067	14.9487	12.7553	16.4253	17.7882
ENSG00000004455	38.9559	67.5375	56.3594	39.3511	55.4369	46.891	41.6719	39.2145	58.3656	58.7588	48.3954	42.0274	65.2614	69.5625	60.0582	39.8806	70.1496	51.9416
ENSG00000004468	1.20482	1.88477	3.08236	1.71704	0.0544033	0.316636	0.233948	0.11645	0.388931	2.03996	0.107905	0.242372	1.1988	0.864489	2.76584	0.8073	0.124434	0.0889411
ENSG00000004478	78.6899	123.081	112.559	80.8977	79.9456	73.1718	61.0018	43.9016	76.049	73.3186	59.159	44.4511	81.4013	99.2145	74.5459	51.3443	86.9171	65.4606
ENSG00000004487	33.8605	52.2024	45.3851	39.3229	30.4386	27.0868	29.5651	26.1139	37.6485	30.9994	33.4506	25.7399	36.9873	37.0001	27.1315	27.9326	28.4643	25.0814
ENSG00000004534	49.6738	39.78	43.7111	52.7777	29.541	28.4973	37.4024	31.2377	33.5777	28.7994	40.1947	35.4348	34.999	32.62	27.5925	34.8754	26.5044	24.7256
ENSG00000004660	6.70182	17.2199	10.4428	9.37333	1.6593	0.978694	2.28099	5.32758	2.64473	1.15998	2.10415	4.50812	1.78358	5.67681	2.23901	5.97402	1.58653	0.978352
ENSG00000004700	18.2229	3.79809	4.25153	12.2163	13.1928	9.44152	16.2594	17.351	12.6532	9.19982	15.943	17.6932	9.1518	10.9502	7.96825	13.5626	13.9366	9.9614
ENSG00000004766	6.40061	1.65631	2.07262	5.09481	1.06086	1.38169	3.68467	2.0961	1.47794	2.67995	3.80366	3.19931	1.63738	1.15265	1.31707	2.74482	0.995471	0.889411
ENSG00000004777	10.1908	0.970941	2.31177	2.53333	6.22917	38.0251	15.5575	54.615	4.01896	12.4398	13.5421	31.266	13.333	3.14098	14.6853	20.8283	4.01299	17.3435
ENSG00000004779	20.8585	23.3311	24.6323	23.8696	15.5593	15.7167	17.9555	18.0789	16.9055	20.5196	19.0992	17.0145	19.6193	20.6613	16.595	19.8596	16.5808	12.9854
ENSG00000004864	0.602411	0.485471	0.451725	0.478518	0.598436	0.489347	0.526382	0.727812	0.777862	0.679987	0.539526	0.824066	0.760213	0.950937	0.460973	0.32292	1.02658	0.533647
ENSG00000004866	3.58936	3.16984	2.7635	2.11111	5.22271	5.21011	5.26382	3.28971	4.43382	4.8399	6.09664	2.90847	6.02323	5.1293	4.67558	3.39066	6.37724	4.9807
ENSG00000004897	13.755	7.0536	7.25417	11.5126	9.11254	8.00226	14.8849	9.78179	11.1494	9.47981	12.9486	11.2461	8.80093	11.0078	7.24386	10.172	11.1368	8.71623
ENSG00000004961	13.253	11.6799	11.798	15.1437	10.6358	9.21124	12.9256	11.7614	10.3196	11.6398	12.1663	10.1796	11.4324	13.0826	9.08775	9.36468	12.8789	8.80517
ENSG00000004975	17.2942	19.5902	15.5978	16.917	8.21489	6.67815	13.8322	8.20972	13.2496	9.59981	14.2705	9.64642	11.1108	11.2095	8.69263	8.39592	7.59047	5.78117
ENSG00000005007	152.435	153.866	163.153	176.995	170.309	168.422	143.644	145.562	169.678	143.077	143.244	139.122	167.598	148.865	139.675	120.126	170.817	118.292
ENSG00000005020	1.10442	0.114228	0.106288	0.337777	0.979259	0.143926	2.45645	0.727812	1.45201	0.279994	2.21205	1.50271	0.175434	0.979754	0.19756	0.32292	0.839929	0.0889411
ENSG00000005022	87.0734	100.407	92.3911	80.7007	84.8419	80.6559	96.1525	72.7521	89.895	90.2782	89.7771	64.1802	92.4828	110.049	73.9532	73.6257	87.8815	69.1962
ENSG00000005059	10.4167	5.79709	7.12131	10.6681	7.56205	8.1174	8.4806	7.74392	8.40091	9.71981	9.03705	7.94981	9.70734	7.86685	5.33412	7.10424	8.15042	7.02635
ENSG00000005075	8.73495	6.71092	7.01503	7.23407	5.11391	5.98731	7.16465	6.60853	5.60061	5.31989	7.63429	5.86541	7.54365	6.80064	4.80729	6.13548	4.10632	4.44705
ENSG00000005100	21.1346	39.9799	48.0689	24.9392	67.1608	62.8379	33.8932	40.0588	55.9283	62.4788	35.6087	35.7741	65.5538	62.9059	63.0874	43.1098	80.6643	77.023
ENSG00000005156	23.4689	38.5521	45.1725	17.5644	20.8908	31.2894	21.5817	13.3044	25.5398	30.9594	22.3364	15.3664	36.4025	22.736	26.4072	19.8596	16.8608	19.2113
ENSG00000005175	14.6838	14.4784	12.17	13.9052	8.10608	7.77198	10.2937	8.29706	8.76392	8.63983	10.5747	9.69489	8.65473	10.8349	8.89019	12.271	8.8037	8.0047
ENSG00000005187	0.426708	0.628256	0.212577	0.253333	0.217613	0.201496	0.204704	0.11645	0.285216	0.0799984	0.134881	0.0484745	0.0584779	0.259347	0	0.16146	0	0.177882
ENSG00000005194	17.7209	22.0175	20.6199	28.4015	16.8378	15.4288	16.9027	20.6408	18.1501	17.6797	16.9141	18.5172	16.8416	20.3731	17.3194	19.5367	16.9541	12.007
ENSG00000005206	13.6797	25.9298	33.6402	12.357	7.61646	11.5716	7.86649	5.8225	9.90478	10.0798	10.1701	6.68947	14.0932	9.71109	12.1829	7.10424	7.93266	8.27152
ENSG00000005238	2.40964	1.34218	0.956594	1.74518	1.98572	1.69832	3.30451	2.03787	2.64473	1.35997	3.29111	2.37525	1.5789	2.42057	1.58048	2.74482	2.2087	1.33412
ENSG00000005249	0.853415	0.88527	2.31177	1.04148	0.598436	0.863554	1.19898	1.07716	0.82972	1.11998	0.836265	1.01796	0.994125	0.691591	0.460973	0.32292	0.279976	0.711529
ENSG00000005302	59.5132	113.914	116.997	81.0384	20.4284	22.0206	16.4056	13.1588	35.8854	29.2794	15.6193	21.6681	29.239	40.775	32.334	38.9119	16.9541	13.6969
