gene	CD45RA+Cyt-	CSF+	IFN+	IL17A+	IL17A+GMCSF+INF-
DVL2	409.099186875271	252.790851356558	312.953374869879	270.566443092449	218.150587074671
UPF1	3807.20057368298	4421.6163008234	4154.27516257842	3929.47783962845	4706.50409072596
SKAP2	9.10334794295182	28.4477149940263	29.4097220163017	13.9262551265364	14.6814314820966
SLC25A5	2138.21554285722	2331.50485913169	2326.7425697499	2455.01261468919	2564.57192481484
CCDC109B	196.233870842282	222.776907923817	244.489674137493	192.777593355518	248.302616352032
POLR2J	173.846709117217	172.458424004834	173.200164320355	168.68165936268	140.675468624593
DHX33	815.175429119519	1459.90449063864	1407.38821911355	1633.98345635494	2585.94918990891
LIG3	759.73901019684	618.322168348118	718.855813652121	667.891571008399	593.959809336104
RPAP3	324.243960379256	239.075842461085	250.93242285541	304.578726196585	275.334220526568
ACSM3	8.98474290025202	5.21240470720719	3.2732380267281	3.82260660419537	3.05466124339451
CIAPIN1	521.650447676468	486.064191589382	479.239580899073	546.892328485624	471.707595740893
SPPL2B	524.234618768406	233.149222713734	278.614012545881	282.323564766558	266.274922610505
FAM214B	36.9504491710732	61.8654213506511	60.1329956686493	63.7623230818104	57.5003726991014
PRKAR2B	30.9617725276342	25.6872855953856	26.2301059954265	14.1144962859936	16.6033452603778
MSL3	2240.99721903772	510.618380154295	723.847580089565	1068.06646229572	500.726877553141
CREBBP	2691.48512294177	3688.04256844584	3126.9594864123	2196.10251301092	2299.88473307577
BZRAP1	777.445671229519	998.95131634852	1006.54008919063	968.333642232962	1116.48805884949
GCFC2	280.255112081539	158.783177085441	198.776672760929	231.602624060467	194.305171862391
WDR54	63.8737732550001	54.3386823830821	46.6353686151787	69.5524602185249	48.0464916264544
CROT	10.662254680807	11.8974567746573	9.74010543359672	13.3756235249342	10.4940227735888
KMT2E	5468.11152736013	4481.71581245965	4842.30672920522	4555.83487083977	5138.85409355609
RHBDD2	457.087880674264	195.608280933675	221.306839363242	254.552601655113	132.907287797245
SOX8	217.894187865538	812.432182273674	403.038986745374	250.004849108469	296.110212640661
IBTK	326.134976714411	253.230451536174	334.351930774925	314.110923601443	288.383635572847
ZNF195	768.555752674891	627.505387809684	709.781553925744	664.080782278302	622.689193805888
MYCBP2	1914.35674880226	2551.20060538798	2149.41420511154	2176.43235051835	2435.54738652884
FBXL3	501.783337098745	452.36045859104	487.563572383742	494.242162413366	547.246038557898
ITGAL	241.082936134556	326.159920651965	307.870021579619	411.227076235132	708.123068221343
PDK2	8.81884719927086	7.35944784014283	9.99351525838454	9.37532128941593	2.92313352453318
ITGA3	72.0878498393692	137.653362256824	137.515580865961	87.3485942967817	68.7446398311684
ZFX	583.135941657094	587.339763575373	601.740914883133	593.024700396269	605.006784889879
LAMP2	299.142869997805	401.038729738044	383.906406877638	360.793350423435	354.058852305829
GGNBP2	976.158762359068	919.285830748905	859.136553787237	890.944841641925	850.980824257097
GDE1	136.343397108092	271.721242334952	213.081441270516	204.012232720955	315.244790073831
C19orf60	122.567949011857	119.08111298878	113.399009725626	146.440648866584	152.592136205758
CRLF1	13.2370243401178	9.71042157040177	11.18787609478	6.94264315140051	6.95217260943875
OSBPL7	79.8241084114296	82.404912125038	83.8878214681643	87.553956048551	92.3001577009849
MAP3K14	2503.1067508755	2200.04740485787	1869.77928732752	2256.73005570892	2644.07632466216
CCL3	15.451436182174	65.5389531060091	437.377745050841	77.0578243860144	44.6482492311145
SYNRG	391.472160593054	342.37714943823	408.399033942849	295.203404907169	278.323117910532
AP2B1	1608.3912240686	1949.70210164656	1681.4353354901	1933.95088444456	2328.18865784881
TAC1	10.0464928257589	8.53756888106245	4.52656165136098	13.8895283071457	5.91203090849702
ZNF263	2558.03806731218	2544.81048658804	2569.18096648316	2363.56541536994	2004.54892489349
